Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Triple,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Charging,Colors,_1_1,Models,Price,Quad,Single,Performance,Display,Camera,Loudspeaker_1,Battery life,GPRS,EDGE,Build,4GB,Single_1,Dual_1,Protection,128GB 4GB RAM,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,Audio quality,256GB 6GB RAM,Triple_1,64GB 3GB RAM,64GB 4GB RAM,64GB 6GB RAM,SAR EU,SAR,Stand-by,Talk time,Keyboard,Browser,Alert types,Music play,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1,Penta,256GB 12GB RAM,512GB 8GB RAM,4GB 32MB RAM,32GB 2GB RAM,Five,32GB 3GB RAM,16GB 2GB RAM,32GB 4GB RAM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate 40 Pro+',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate40-pro-plus.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41'","b'1, 3, 28, 38, 40, 41, 77, 78, 79, 80, 84 SA/NSA/Sub6'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, October 22'","b'Available. Released 2020, November 01'",b'162.9 x 75.5 x 8.8 mm (6.41 x 2.97 x 0.35 in)',b'230 g (8.11 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, HDR10, 90Hz'","b'6.76 inches, 115.7 cm2 (~94.1% screen-to-body ratio)'","b'1344 x 2772 pixels, 18.5:9 ratio (~456 ppi density)'",b'IP68 dust/water resistant',"b'Android 10, EMUI 11, no Google Play Services'",b'Kirin 9000 5G (5 nm)',b'Octa-core (1x3.13 GHz Cortex-A77 & 3x2.54 GHz Cortex-A77 & 4x2.05 GHz Cortex-A55)',b'Mali-G78 MP24',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'",b'256GB 12GB RAM',b'SFS 1.0',,"b'Leica optics, LED flash, panorama, HDR'","b'4K@30/60fps, 1080p@30/60/120/240/480fps, 720p@960fps, 720p@3840fps, HDR, gyro-EIS'","b'13 MP, f/2.4, 18mm (ultrawide) TOF 3D, (depth/biometrics sensor)'","b'HDR, panorama'","b'4K@30/60fps, 1080p@30/60/240fps'","b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.2, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC'",b'Yes',b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass, color spectrum'","b'Li-Po 4400 mAh, non-removable'",b'Fast charging 66W Fast wireless charging 50W Reverse wireless charging 5W',"b'Ceramic White, Ceramic Black'",b'32-bit/384kHz audio',b'NOP-AN00',"b'$\xe2\x80\x891,599.99 / \xc2\xa3\xe2\x80\x894,239.00'",,,,,,,,,,"b'Glass front, ceramic back, aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"b'50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22\xc2\xb5m, omnidirectional PDAF, Laser AF, OIS 12 MP, f/2.4, (telephoto), PDAF, OIS, 3x optical zoom 8 MP, f/4.4, 240mm (periscope telephoto), PDAF, OIS, 10x optical zoom 20 MP, f/2.4, 14mm (ultrawide), PDAF TOF 3D, (depth)'","b'$\xe2\x80\x891,599.99'",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate 40 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate40-pro.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 42'","b'1, 3, 5, 7, 8, 28, 38, 40, 41, 77, 78, 79, 80, 84 SA/NSA/Sub6'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, October 22'","b'Available. Released 2020, November 01'",b'162.9 x 75.5 x 9.1 mm (Glass) / 9.5mm (Leather)',b'212 g (7.48 oz)',"b'Single SIM (Nano-SIM and/or eSIM), Hybrid Dual SIM (Nano-SIM, dual stand-by), Dual SIM (one Nano-SIM, one eSIM, dual stand-by)'","b'OLED, HDR10, 90Hz'","b'6.76 inches, 115.7 cm2 (~94.1% screen-to-body ratio)'","b'1344 x 2772 pixels, 18.5:9 ratio (~456 ppi density)'",b'IP68 dust/water resistant',"b'Android 10, EMUI 11, no Google Play Services'",b'Kirin 9000 5G (5 nm)',b'Octa-core (1x3.13 GHz Cortex-A77 & 3x2.54 GHz Cortex-A77 & 4x2.05 GHz Cortex-A55)',b'Mali-G78 MP24',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'256GB 8GB RAM, 512GB 8GB RAM'",b'UFS 3.1',"b'50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22\xc2\xb5m, omnidirectional PDAF, Laser AF 12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom 20 MP, f/1.8, 18mm (ultrawide), PDAF'","b'Leica optics, LED flash, panorama, HDR'","b'4K@30/60fps, 1080p@30/60/120/240/480fps, 720p@960fps, 720p@3840fps, HDR, gyro-EIS'","b'13 MP, f/2.4, 18mm (ultrawide) TOF 3D, (depth/biometrics sensor)'","b'HDR, panorama'","b'4K@30/60fps, 1080p@30/60/240fps'","b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.2, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC'",b'Yes',b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass, color spectrum'","b'Li-Po 4400 mAh, non-removable'",b'Fast charging 66W Fast wireless charging 50W Reverse wireless charging 5W',"b'Mystic Silver, White, Black, Green, Yellow'",b'32-bit/384kHz audio',b'NOH-NX9',"b'$\xe2\x80\x891,219.00 / \xe2\x82\xac\xe2\x80\x891,026.87 / \xc2\xa3\xe2\x80\x891,099.99'",,,b'AnTuTu: 686835 (v8) GeekBench: 3704 (v5.1) GFXBench: 43fps (ES 3.1 onscreen)',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-24.9 LUFS (Very good)',b'Endurance rating 97h',,,"b'Glass front, glass back or eco leather back, aluminum frame'",,,,,,"b'$\xe2\x80\x891,219.00'",,,,,,,,,,,,,,,,,,,,,,,,,,"b'$\xe2\x80\x891,599.99'",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate 40',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-40.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41'","b'1, 3, 28, 38, 40, 41, 77, 78, 79, 80, 84 SA/NSA/Sub6'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, October 22'","b'Available. Released 2020, December 21'",b'158.6 x 72.5 x 8.8 mm (Glass) / 9.2mm (Leather)',b'188 g (Glass) / 184 g (Leather) (6.49 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, HDR10, 90Hz'","b'6.5 inches, 102.7 cm2 (~89.3% screen-to-body ratio)'",b'1080 x 2376 pixels (~402 ppi density)',b'IP53 dust and splash protection',"b'Android 10, EMUI 11, no Google Play Services'",b'Kirin 9000E 5G (5 nm)',b'Octa-core (1x3.13 GHz Cortex-A77 & 3x2.54 GHz Cortex-A77 & 4x2.05 GHz Cortex-A55)',b'Mali-G78 MP22',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 8GB RAM, 256GB 8GB RAM'",b'UFS 3.1',"b'50 MP, f/1.9, 23mm (wide), 1/1.28"", 1.22\xc2\xb5m, omnidirectional PDAF, Laser AF 8 MP, f/2.4, 85mm (telephoto), PDAF, OIS, 3x optical zoom 16 MP, f/2.2, 17mm (ultrawide)'","b'Leica optics, LED flash, panorama, HDR'","b'4K@30/60fps, 1080p@30/60/120/240fps, 1080p@960fps, gyro-EIS'",,"b'HDR, panorama'","b'4K@30/60fps, 1080p@30/60/240fps'",b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.2, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC'",b'Yes',b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum'","b'Li-Po 4200 mAh, non-removable'",b'Fast charging 40W Fast wireless charging 40W Reverse charging 5W',"b'Mystic Silver, White, Black, Green, Yellow'",b'32-bit/384kHz audio',b'OCE-AN10',"b'$\xe2\x80\x891,089.99'",,"b'13 MP, f/2.4, 18mm (ultrawide)'",,,,,,,,"b'Glass front, glass back or eco leather back, aluminum frame'",,,,,,"b'$\xe2\x80\x891,199.99'","b'$\xe2\x80\x891,089.99'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Watch GT 2 Porsche Design',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-gt2-porshe1.jpg',b'No cellular connectivity',b'N/A',b'N/A',b'N/A',,b'No',"b'2020, October 22'","b'Available. Released 2020, November 04'",b'46.7 x 46.7 x 11.4 mm (1.84 x 1.84 x 0.45 in)',b'52 g (1.83 oz)',b'No',b'AMOLED',"b'1.39 inches, 12.5 cm2 (~57.4% screen-to-body ratio)'","b'454 x 454 pixels, 1:1 ratio (~326 ppi density)'",b'50m water resistant',,,,,b'No',b'4GB 32MB RAM',b'eMMC',,,,,,,b'Yes',b'No',b'No',"b'5.1, LE, EDR'",b'Yes',,,b'No',b'No',"b'Accelerometer, gyro, heart rate, barometer, compass'","b'Li-Ion 455 mAh, non-removable'",b'Wireless charging',b'Titanium Gold',b'No',b'VID-B19',b'About 700 EUR',,,,,,,,b'No',b'No',"b'Glass front (Sapphire crystal), ceramic back, titanium frame'",,,,,,,,,,,,,,,,,,,,,,,b'No',b'No',"b'Email, IM'",b'No',b'No',,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate 30E Pro 5G',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate30-pro-5g.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41'","b'1, 3, 28, 41, 77, 78, 79 NSA/Sub6'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)'","b'2020, October 22'","b'Available. Released 2020, November 01'",b'158.1 x 73.1 x 8.8 mm (6.22 x 2.88 x 0.35 in)',b'198 g (6.98 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, HDR10'","b'6.53 inches, 108.7 cm2 (~94.1% screen-to-body ratio)'","b'1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)'",b'IP68 dust/water resistant (up to 2m for 30 mins)',"b'Android 10, EMUI 11, no Google Play Services'",b'Kirin 990E 5G (7 nm+)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55)',b'Mali-G76 MP14',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 8GB RAM, 256GB 8GB RAM'",b'UFS 3.0',,"b'Leica optics, dual-LED dual-tone flash, panorama, HDR'","b'4K@30/60fps, 1080p@30/60/120fps, 1080p@960fps, 720p@7680fps, gyro-EIS'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m TOF 3D, (depth/biometrics sensor)'","b'HDR, panorama'",b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass, color spectrum'","b'Li-Po 4500 mAh, non-removable'",b'Fast charging 40W Fast wireless charging 27W Reverse wireless charging',"b'Black, Space Silver, Cosmic Purple, Emerald Green, Orange, Forest Green'",b'32-bit/384kHz audio',b'LIO-AN00m',b'$\xe2\x80\x89929.99',"b'40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF TOF 3D, (depth)'",,,,,,,,,"b'Glass front, glass back, aluminum frame'",,,,,,,b'$\xe2\x80\x89929.99',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 7 SE 5G Youth',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p40-lite-5g.jpg',b'GSM / CDMA / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41'","b'1, 41, 77, 78 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, October 16'","b'Available. Released 2020, October 16'",b'162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in)',b'189 g (6.67 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'LTPS IPS LCD, HDR10'","b'6.5 inches, 102.0 cm2 (~83.8% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 10, EMUI 10.1, no Google Play Services'",b'MediaTek Dimensity 800U 5G (7 nm)',b'Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G57 MC3',b'No',b'128GB 8GB RAM',,,"b'LED flash, Panorama, HDR'","b'4K@30fps, 1080p@30fps'",,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS'",b'No',,b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'","b'Fast charging 40W, 70% in 30 min (advertised) Reverse charging 5W'","b'Crush Green, Space Silver, Midnight Black, Purple'",,,b'About 290 EUR',"b'64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.4, 17mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'16 MP, f/2.0, (wide)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y7a',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2021.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, October 21'","b'Available. Released 2020, October 30'",b'165.7 x 76.9 x 9.3 mm (6.52 x 3.03 x 0.37 in)',b'206 g (7.27 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.67 inches, 107.4 cm2 (~84.3% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~395 ppi density)'",,"b'Android 10, EMUI 10.1, no Google Play Services'",b'Kirin 710A (14 nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30/60fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, proximity'","b'Li-Po 5000 mAh, non-removable'","b'Fast charging 22.5W, 46% in 30 min (advertised)'","b'Crush Green, Blush Gold, Midnight Black'",,,b'About 160 EUR',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 120\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'8 MP, f/2.0, (wide)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P smart 2021',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2021.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, September 28'","b'Available. Released 2020, September 28'",b'165.7 x 76.9 x 9.3 mm (6.52 x 3.03 x 0.37 in)',b'206 g (7.27 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.67 inches, 107.4 cm2 (~84.3% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~395 ppi density)'",,"b'Android 10, EMUI 10.1, no Google Play Services'",b'Kirin 710A (14 nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (dedicated slot)',b'128GB 4GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30/60fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,"b'FM radio, built-in antenna'","b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'","b'Fast charging 22.5W, 46% in 30 min (advertised)'","b'Crush Green, Blush Gold, Midnight Black'",,b'PPA-LX2',b'$\xe2\x80\x89389.00 / \xe2\x82\xac\xe2\x80\x89174.95 / \xc2\xa3\xe2\x80\x89160.00',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 120\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'8 MP, f/2.0, (wide)'",b'AnTuTu: 169253 (v8) GeekBench: 1334 (v5.1) GFXBench: 7fps (ES 3.1 onscreen)',b'Contrast ratio: 1252:1 (nominal)',b'Photo / Video',b'-28.8 LUFS (Average)',b'Endurance rating 119h',,,,,,,,b'$\xe2\x80\x89389.00',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MatePad 5G',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-matepad-5g.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'","b'1, 3, 28, 38, 41, 77, 78, 79'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, September 16'","b'Available. Released 2020, October 13'",b'245.2 x 155 x 7.5 mm (9.65 x 6.10 x 0.30 in)',b'460 g (1.01 lb)',b'Nano-SIM',"b'IPS LCD, 470 nits (typ)'","b'10.4 inches, 307.9 cm2 (~81.0% screen-to-body ratio)'","b'1200 x 2000 pixels, 5:3 ratio (~224 ppi density)'",b'Stylus support',"b'Android 10, EMUI 10.1, no Google Play Services'",b'Kirin 820 5G (7nm)',b'Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55)',b'Mali-G57 (6-core)',b'microSDXC',b'128GB 6GB RAM',b'Tuned by Harman Kardon',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers (4 speakers)'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',,b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 7250 mAh, non-removable'",b'Fast charging 22.5W',"b'White, Dark Blue'",,b'BAH3-AN10',b'About 400 EUR',,"b'8 MP, AF'",,,,,,,,"b'Glass front, aluminum back, aluminum frame'",,b'8 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Watch GT 2 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-gt2-pro.jpg',b'No cellular connectivity',b'N/A',b'N/A',b'N/A',,b'No',"b'2020, September 10'","b'Available. Released 2020, October 05'",b'46.7 x 46.7 x 11.4 mm (1.84 x 1.84 x 0.45 in)',b'52 g (1.83 oz)',b'No',b'AMOLED',"b'1.39 inches, 12.5 cm2 (~57.4% screen-to-body ratio)'","b'454 x 454 pixels, 1:1 ratio (~326 ppi density)'",b'50m water resistant',b'Huawei Lite OS',b'Kirin A1',,,b'No',b'4GB 32MB RAM',b'eMMC',,,,,,,b'Yes',b'No',b'No',"b'5.1, LE, EDR'","b'Yes, with GLONASS, GALILEO'",b'Yes (China only)',,b'No',b'No',"b'Accelerometer, gyro, heart rate, barometer, compass, SpO2, VO2max'","b'Li-Ion 455 mAh, non-removable'",b'Wireless charging',"b'Night Black, Nebula Gray'",b'No',b'VID-B19',b'$\xe2\x80\x89391.01 / \xe2\x82\xac\xe2\x80\x89209.00',,,,,,,,b'No',b'No',"b'Glass front (Sapphire crystal), ceramic back, titanium frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'$\xe2\x80\x89391.01',,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
