Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Dual,Price,,Triple,Stand-by,Talk time,Features_1,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,Music play,Infrared port,Keyboard,Browser
b'blu',b'BLU J2',b'https://fdn2.gsmarena.com/vv/bigpic/blu-j2.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2019, December'","b'Available. Released 2019, December'",b'144 x 73.1 x 10.3 mm (5.67 x 2.88 x 0.41 in)',b'146 g (5.15 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 8.1 Oreo (Go edition)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC',b'32GB 1GB RAM',b'5 MP',b'LED flash',b'720p@30fps',b'5 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Po 2000 mAh battery',,"b'Blue, Black, Brown'",,b'About 50 EUR',b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Tank Xtreme',b'https://fdn2.gsmarena.com/vv/bigpic/blu-tank-xtreme.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 12, 17, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2020, January'","b'Available. Released 2020, January'",b'153.6 x 71.8 x 10.2 mm (6.05 x 2.83 x 0.40 in)',b'178 g (6.28 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 78.1 cm2 (~70.8% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~195 ppi density)'",b'Android 9.0 (Pie)',,b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC (uses shared SIM slot)',b'32GB 2GB RAM',b'8 MP',b'LED flash',b'1080p@30fps',,b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4200 mAh, non-removable'",,b'Black',"b'13 MP, AF 2 MP, (depth)'",b'About 130 USD',b'IP68 dust/water resistant (up to 1.5m for 30 mins)',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU G70',b'https://fdn2.gsmarena.com/vv/bigpic/blu-g70.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 12, 17, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2020, January'","b'Available. Released 2020, January'",b'156.8 x 75 x 8.6 mm (6.17 x 2.95 x 0.34 in)',b'182 g (6.42 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.4 inches, 100.5 cm2 (~85.5% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)'",b'Android 9.0 (Pie)',,b'Octa-core 2.0 GHz Cortex-A53',b'Mali-G71',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',b'8 MP',b'LED flash',b'1080p@30fps',,b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, removable'",,"b'Black, Blue, Green'","b'13 MP, AF 2 MP, (depth)'",b'About 100 USD',,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU G60',b'https://fdn2.gsmarena.com/vv/bigpic/blu-g60.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 12, 17, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2020, January'","b'Available. Released 2020, January'",b'156.5 x 73.6 x 9.5 mm (6.16 x 2.90 x 0.37 in)',b'170 g (6.00 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.1 inches, 92.9 cm2 (~80.6% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~276 ppi density)'",b'Android 9.0 (Pie)',,b'Octa-core 1.6 GHz Cortex-A55',b'IMG8322',b'microSDXC (dedicated slot)',b'64GB 3GB RAM',b'13 MP',b'LED flash',b'1080p@30fps',,b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, removable'",,"b'Black, Blue, Red'","b'13 MP, AF 2 MP, (depth)'",b'About 100 USD',,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU View 1',b'https://fdn2.gsmarena.com/vv/bigpic/blu-view1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 5, 12, 13, 66, 71'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, November'","b'Available. Released 2019, November'",b'142.2 x 71.1 x 10.1 mm (5.60 x 2.80 x 0.40 in)',b'153 g (5.40 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 78.1 cm2 (~77.2% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~195 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC',b'16GB 2GB RAM',b'8 MP',b'LED flash',b'1080p@30fps',b'5 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2500 mAh, removable'",,b'Black',,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU C5 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/blu-c5-plus.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2019, October'","b'Available. Released 2019, October'",b'151 x 72.3 x 10 mm (5.94 x 2.85 x 0.39 in)',b'158 g (5.57 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 77.4 cm2 (~70.9% screen-to-body ratio)'",b'720 x 1440 pixels (~292 ppi density)',b'Android 8.1 Oreo (Go edition)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC',b'16GB 1GB RAM',"b'8 MP, AF'",b'LED flash',b'720p@30fps',b'8 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Po 2200 mAh battery',,"b'Gradient Blue, Black, Red'",,b'About 60 USD',,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU C5 2019',b'https://fdn2.gsmarena.com/vv/bigpic/blu-c5-2019.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1900 / 2100 - C110L',,b'HSPA 21.1/5.76 Mbps',"b'2019, October'","b'Available. Released 2019, October'",b'144 x 73.1 x 10.3 mm (5.67 x 2.88 x 0.41 in)',b'146 g (5.15 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 8.1 Oreo (Go edition)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC',b'16GB 1GB RAM',b'5 MP',b'LED flash',b'720p@30fps',b'5 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Po 2000 mAh battery',,"b'Gradient Blue, Black, Red, Grey'",,b'About 50 USD',b'HSDPA 900 / 1900 / 2100 - C110V',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU C6 2019',b'https://fdn2.gsmarena.com/vv/bigpic/blu-c6-2019-2.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 / 900',,b'HSPA 21.1/5.76 Mbps',"b'2019, October'","b'Available. Released 2019, October'",b'159.6 x 76.6 x 9.1 mm (6.28 x 3.02 x 0.36 in)',b'185 g (6.53 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~76.0% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC',b'16GB 1GB RAM',"b'8 MP, 1/5.0"", 1.12\xc2\xb5m, AF'",b'LED flash',b'720p@30fps',b'8 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'",b'Li-Po 2800 mAh battery',,"b'Gradient Blue, Black, Red'",,b'About 70 USD',,,b'Up to 675 h (2G) / Up to 575 h (3G)',b'Up to 22 h (2G) / Up to 18 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Advance L5',b'https://fdn2.gsmarena.com/vv/bigpic/blu-advance-l5.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - A390U',,b'HSPA 21.1/5.76 Mbps',"b'2019, September'","b'Available. Released 2019, September'",b'124.8 x 65.2 x 10.4 mm (4.91 x 2.57 x 0.41 in)',b'104 g (3.67 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~56.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 8.1 Oreo (Go edition)',,b'Quad-core 1.3 GHz Cortex-A7',,b'microSDXC',b'16GB 512MB RAM',b'5 MP',b'LED flash',b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 1300 mAh, removable'",,"b'Black, Cyan, Lime, Red'",,b'About 50 USD',b'HSDPA 850 / 1900 / 2100 - A390L',,b'Up to 400 h (2G) / Up to 450 h (3G)',b'Up to 18 h (2G) / Up to 13 h (3G)',,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Bold N1',b'https://fdn2.gsmarena.com/vv/bigpic/blu-bold-n1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, September'","b'Available. Released 2019, September'",b'158.7 x 74.1 x 8.6 mm (6.25 x 2.92 x 0.34 in)',b'182 g (6.42 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.4 inches, 100.5 cm2 (~85.5% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)'","b'Android 9.0 (Pie), planned upgrade to Android 10'",b'Mediatek MT6771V Helio P70 (12nm)',b'Octa-core (4x2.1 GHz Cortex-A73 & 4x2.1 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (dedicated slot)',b'128GB 4GB RAM',"b'Motorized pop-up 13 MP, f/2.0, 1/4""'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'",b'Fast charging 18W Fast Qi wireless charging 10W',b'Raven Black',"b'16 MP, f/1.8, 1/2.8"", PDAF 5 MP, f/2.4, (depth)'",b'About 200 USD',b'eMMC 5.1',,b'Up to 600 h (3G)',b'Up to 20 h (3G)',,b'Corning Gorilla Glass 5',,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio Mini',b'https://fdn2.gsmarena.com/vv/bigpic/blu-studio-mini.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 5, 12, 17'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, September'","b'Available. Released 2019, September'",b'150.5 x 71.5 x 10.4 mm (5.93 x 2.81 x 0.41 in)',b'187 g (6.60 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 78.1 cm2 (~72.5% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~293 ppi density)'",b'Android 9.0 (Pie)',,b'Octa-core 1.6 GHz Cortex-A55',b'IMG8322',b'microSDXC',b'32GB 2GB RAM',"b'13 MP, AF'",b'LED flash',b'1080p@30fps',b'8 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 3000 mAh, removable'",,b'Black',,b'About 80 USD',,,b'Up to 600 h (2G) / Up to 550 h (3G)',b'Up to 21 h (2G) / Up to 16 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Vivo XL5',b'https://fdn2.gsmarena.com/vv/bigpic/vivo-xl5-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 5, 12, 17'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, July'","b'Available. Released 2019, July'",b'161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in)',b'181 g (6.38 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.3 inches, 99.1 cm2 (~78.7% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~267 ppi density)'",b'Android 9.0 (Pie)',,b'Octa-core 1.6 GHz Cortex-A55',b'IMG8322',b'microSDXC',b'64GB 3GB RAM',b'13 MP',b'LED flash',b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'",,b'Black',"b'13 MP, AF 2 MP, (depth)'",,,,b'Up to 750 h (2G) / Up to 650 h (3G)',b'Up to 30 h (2G) / Up to 24 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Vivo X5',b'https://fdn2.gsmarena.com/vv/bigpic/vivo-x5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 5, 12, 17'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, September'","b'Available. Released 2019, September'",b'153 x 73.4 x 9.1 mm (6.02 x 2.89 x 0.36 in)',b'160 g (5.64 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~74.7% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 9.0 (Pie)',,b'Octa-core 1.6 GHz Cortex-A55',b'IMG8322',b'microSDXC',b'64GB 3GB RAM',"b'13 MP, AF'",b'LED flash',b'1080p@30fps',b'8 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 2800 mAh, removable'",,b'Black',,,,,b'Up to 550 h (2G) / Up to 500 h (3G)',b'Up to 20 h (2G) / Up to 15 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU G9 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/blu-g9-pro-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, August'","b'Available. Released 2019, August'",b'157 x 75.1 x 8.6 mm (6.18 x 2.96 x 0.34 in)',b'183 g (6.46 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.3 inches, 97.4 cm2 (~82.6% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)'","b'Android 9.0 (Pie), planned upgrade to Android 10'",b'Mediatek MT6771 Helio P60 (12 nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC',b'128GB 4GB RAM',"b'16 MP, f/2.0'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 18W Fast Qi wireless charging 10W',"b'Nightfall, Black'",,,b'eMMC 5.1',"b'48 MP, f/1.8, 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, (ultrawide) 2 MP, f/2.4, (depth)'",b'Up to 625 h (3G)',b'Up to 21 h (3G)',,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio Mega 2019',b'https://fdn2.gsmarena.com/vv/bigpic/blu-studio-mega-2019.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 5, 12, 17'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, September'","b'Available. Released 2019, September'",b'161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in)',b'181 g (6.38 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~73.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'",b'Android 9.0 (Pie)',,b'Octa-core 1.6 GHz Cortex-A55',b'IMG8322',b'microSDXC',b'32GB 2GB RAM',"b'13 MP, AF'",b'LED flash',b'1080p@30fps',b'8 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 3000 mAh, removable'",,b'Black',,b'About 90 USD',,,b'Up to 575 h (2G) / Up to 525 h (3G)',b'Up to 20 h (2G) / Up to 15 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU G8',b'https://fdn2.gsmarena.com/vv/bigpic/bly-g8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - G0170UU',"b'1, 3, 4, 5, 7, 28 - G0170LL, G0170VV'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, July'","b'Available. Released 2019, July'",b'161.4 x 78 x 9.6 mm (6.35 x 3.07 x 0.38 in)',b'181 g (6.38 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.3 inches, 99.1 cm2 (~78.7% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~267 ppi density)'",b'Android 9.0 (Pie)',,b'Octa-core 1.6 GHz Cortex-A55',b'IMG8322',b'microSDXC',b'64GB 3GB RAM',b'13 MP',b'LED flash',b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'",,"b'Black, Red, Blue'","b'13 MP, AF 2 MP, (depth)'",,b'HSDPA 850 / 1900 / 2100 - G0170LL',,b'Up to 750 h (2G) / Up to 650 h (3G)',b'Up to 30 h (2G) / Up to 24 h (3G)',,,b'HSDPA 900 / 1900 / 2100 - G0170VV',"b'2, 4, 5, 12, 17 - G0170UU'",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU G6',b'https://fdn2.gsmarena.com/vv/bigpic/bly-g6.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - G0210UU',"b'1, 3, 4, 5, 7, 28 - G0210LL'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, July'","b'Available. Released 2019, July'",b'153 x 73.4 x 9.1 mm (6.02 x 2.89 x 0.36 in)',b'160 g (5.64 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~74.7% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 9.0 (Pie)',,b'Octa-core 1.6 GHz Cortex-A55',b'IMG8322',b'microSDXC',b'64GB 3GB RAM',"b'13 MP, AF'",b'LED flash',b'1080p@30fps',b'8 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 2800 mAh, removable'",,"b'Black, Red'",,,b'HSDPA 850 / 1900 / 2100 - G0210LL',,b'Up to 550 h (2G) / Up to 500 h (3G)',b'Up to 20 h (2G) / Up to 15 h (3G)',b'LED flash',,"b'2, 4, 5, 12, 17 - G0210UU'",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
